店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category
パティスリーＳＯＮＯＫＩ,忠隈,digital,Patisserie SONOKI（パティスリー・ソノキ）,〒820-0071 福岡県飯塚市忠隈４０４−４,33.6203987,130.683211,ベーカリー
TAX飯塚,楽市,digital,ＴＡＸ飯塚店/(有)タイセイ自動車,〒820-0074 福岡県飯塚市楽市５９７−５,33.61141,130.673481,店舗
金芳醤油醸造元,口原,digital,金芳醬油釀造元,〒820-1114 福岡県飯塚市口原７６５−７,33.6840694,130.7111562,飲食店
ドコモショップ穂波店,忠隈,digital,ドコモショップ穂波店,〒820-0071 福岡県飯塚市忠隈４５２−１,33.623071,130.683489,店舗
タイヤ館飯塚,楽市,digital,タイヤ館 飯塚,〒820-0074 福岡県飯塚市楽市６７９−１,33.6139466,130.6722601,自動車修理
フローリストリスト 花仙,口原,digital,フローリスト花仙,〒820-1114 福岡県飯塚市口原９２４−１ アンリシール 101,33.6848104,130.7176364,花屋
コメリパワー飯塚店,太郎丸,digital,コメリパワー飯塚店,〒820-0076 福岡県飯塚市太郎丸１１７１ 番2,33.6136379,130.6703542,飲食店
ひよ子本舗吉野堂 飯塚工場売店,楽市,digital,ひよ子本舗吉野堂 穂波工場売店,〒820-0074 福岡県飯塚市楽市538ｰ1 穂波工場 1F,33.611036,130.67424,飲食店
居酒屋 純,口原,digital,居酒屋 純（じゅん）,〒820-1114 福岡県飯塚市口原３１０ ３１０番地,33.6832899,130.7189012,飲食店
ドラッグストアコスモス穂波店,太郎丸,digital,ドラッグストアコスモス 穂波店,〒820-0076 福岡県飯塚市太郎丸９３３,33.61144,130.6712106,ドラッグストア
ビッグワン,楽市,digital,ビッグワン,〒820-0074 福岡県飯塚市楽市６５４,33.6129314,130.6739812,生活雑貨
TRIDRUG GO目尾店,口原,digital,TRIDRUG GO目尾店,〒820-1114 福岡県飯塚市口原591番地6,33.6817674,130.7112473,ドラッグストア
ステーキハウス 三田屋,太郎丸,digital,廣岡揮八郎のステーキハウス 三田屋（さんだや） 福岡飯塚店,〒820-0076 福岡県飯塚市太郎丸７５７−１３,33.6076096,130.6716319,飲食店
ENEOSサンフラワー楽市SS（山口石油）,楽市,digital,ENEOS サンフラワー楽市 SS (山口石油),〒820-0074 福岡県飯塚市楽市２３１−１,33.6146687,130.6804914,ガソリンスタンド
ドラッグ頴田薬局,口原,digital,ドラック頴田薬局,〒820-1114 福岡県飯塚市口原９２４−１ アンリシール,33.6847643,130.7173455,健康・医療
筑豊葬祭セレモニーヴィラ穂波斎場,太郎丸,digital,筑豊葬祭 セレモニーヴィラ穂波（穂波ファミリー斎場）,〒820-0076 福岡県飯塚市太郎丸１１５１−１,33.612262,130.6694557,葬儀場
イエローハット飯塚店,若菜,digital,イエローハット 飯塚店,〒820-0082 福岡県飯塚市若菜２６３−２３,33.6279931,130.6708041,自動車修理
マツグマ石油ガス,口原,digital,（株）松隈石油店,〒820-1114 福岡県飯塚市口原３２６−１３,33.6848469,130.7207197,その他
ニトリ飯塚店,太郎丸,digital,ニトリ 飯塚店,〒820-0076 福岡県飯塚市太郎丸１２８７−１,33.6152419,130.6700797,電器店
universal工房HRS,若菜,digital,Ｕｎｉｖｅｒｓａｌ工房 ＨＲＳ,〒820-0082 福岡県飯塚市若菜２４９－１,33.630468,130.67246,自動車修理
増岡化粧品店,口原,digital,増岡化粧品店,〒820-1114 福岡県飯塚市口原３３７−１,33.6847901,130.7203128,美容室
あったかパソコン教室飯塚校,椿,digital,あったかパソコン教室飯塚校,〒820-0084 福岡県飯塚市椿１２３−７,33.6187019,130.6661887,その他
炭火焼鳥えい吉,若菜,digital,炭火焼鳥 えい吉,〒820-0082 福岡県飯塚市若菜２５９−１１,33.6293727,130.6715517,飲食店
たまごん工房,佐與,digital,たまごん工房 直売所,〒820-1113 福岡県飯塚市佐與１７０９−２,33.66871770000001,130.718728,飲食店
ドラッグストアモリ 穂波店,椿,digital,ドラッグストアモリ 穂波店,〒820-0084 福岡県飯塚市椿１１９−２,33.6193376,130.6662067,ドラッグストア
シモカワ通信,若菜,digital,（株）シモカワ通信,〒820-0082 福岡県飯塚市若菜２５６−１０５,33.6299796,130.6714803,その他
ホームプラザナフコ頴田店,佐與,digital,ホームプラザナフコ 頴田店,〒820-1113 福岡県飯塚市佐與２３６２,33.6670074,130.7170611,生活雑貨
ホームプラザナフコ飯塚南店,椿,digital,ホームプラザナフコ 飯塚南店,〒820-0084 福岡県飯塚市椿８９−９,33.6187067,130.6681305,生活雑貨
炭火焼肉天神,若菜,digital,焼肉・肉料理 天神,〒820-0082 福岡県飯塚市若菜２１０−７,33.6296395,130.6724437,飲食店
しらゆり会館小竹・頴田会場,勢田,digital,しらゆり会館 小竹・頴田会場,〒820-1111 福岡県飯塚市勢田１０８９−１,33.6810915,130.7237893,葬儀場
パソコンドック２４飯塚店,椿,digital,パソコンドック24 飯塚店,〒820-0084 福岡県飯塚市椿１２３−７,33.618752,130.6661314,その他
炒めラーメンYAMA,伊岐須,paper,炒めラーメンYama,〒820-0053 福岡県飯塚市伊岐須６３８−４,33.6517839,130.6571965,飲食店
串かつ 壱番串,柏の森,paper,串かつ 壱番串,〒820-0011 福岡県飯塚市柏の森５０３−１,33.6388378,130.6993561,飲食店
オレンジタクシー(株),川津,paper,オレンジタクシー株式会社,〒820-0067 福岡県飯塚市川津３６７−２,33.647712,130.6771477,その他
太陽キッチン・フーズ,菰田西,paper,太陽キッチンフーズ,〒820-0017 福岡県飯塚市菰田西３丁目８−３４,33.632381,130.68779,飲食店
ＴＥＴＥ,新飯塚,paper,石窯Grill&Wine Dining TETE（てて）,〒820-0005 福岡県飯塚市新飯塚１５−１０,33.6432729,130.6920591,飲食店
酒肴むげん,中,paper,酒肴 むげん,〒820-0065 福岡県飯塚市中４８４−２,33.6652881,130.684498,飲食店
あげ家,相田,paper,あげ家,〒820-0052 福岡県飯塚市相田１０９,33.6562903,130.6611233,飲食店
ドラッグストアコスモス伊岐須店,伊岐須,paper,ドラッグストアコスモス 伊岐須店,〒820-0053 福岡県飯塚市伊岐須１３０−２,33.652093,130.6665254,ドラッグストア
陸蒸氣,柏の森,paper,居酒屋 陸蒸気,〒820-0011 福岡県飯塚市柏の森５０３−２,33.6387397,130.6989622,飲食店
焼肉レストラン牛仙,川津,paper,焼肉レストラン 牛仙,〒820-0067 福岡県飯塚市川津７７−２ キュート舞の浦 1F,33.6560576,130.6816713,飲食店
だがし家 ちゃりんこ,菰田西,paper,だがし家ちゃりんこ ゆめタウン飯塚店,〒820-0070 福岡県飯塚市堀池２９−１,33.6303126,130.685077,飲食店
東洋ドライ 新飯塚店,新飯塚,paper,（株）東洋ドライ（クリーニング）新飯塚店,〒820-0005 福岡県飯塚市新飯塚１０−５,33.6434059,130.6926206,クリーニング
モスバーガー飯塚幸袋店,中,paper,モスバーガー飯塚幸袋店,〒820-0065 福岡県飯塚市中４２６−１,33.6644571,130.6862889,カフェ
車力,相田,paper,居酒屋 車力（しゃりき）,〒820-0052 福岡県飯塚市相田１１２,33.6563758,130.6623771,飲食店
セブンイレブン飯塚伊岐須店,伊岐須,paper,セブン-イレブン 飯塚伊岐須店,〒820-0053 福岡県飯塚市伊岐須７２２−１,33.6521677,130.6606307,コンビニ
おの庄,柏の森,paper,おの庄,〒820-0011 福岡県飯塚市柏の森１０３８−２,33.6424941,130.6983472,飲食店
グリーンベルトタクシー,川津,paper,グリーンベルトタクシー無線センター,〒820-0067 福岡県飯塚市川津２７６−２,33.6513875,130.6794516,その他
筑豊葬祭飯塚本社斎場,菰田西,paper,筑豊葬祭 飯塚本社斎場,〒820-0017 福岡県飯塚市菰田西３丁目１７−８,33.6360891,130.6898772,葬儀場
ＢＡＲＢＥ,新飯塚,paper,BARBE【バルブ】,〒820-0005 福岡県飯塚市新飯塚６−６ 花宅ビル 1階4号室,33.6434919,130.6930596,飲食店
もつ家,中,paper,高級ホルモン料理 もつ家,〒820-0065 福岡県飯塚市中３５０−８,33.6658623,130.6841278,飲食店
でんきのパワフル相田店,相田,paper,Panasonic shop でんきのパワフル相田店,〒820-0052 福岡県飯塚市相田３−３８,33.6595232,130.6682982,生活雑貨
カットハウスゼロ,伊岐須,paper,ゼロ美容室,〒820-0053 福岡県飯塚市伊岐須１５７,33.6517292,130.666878,美容室
炭火焼肉嘉苑,柏の森,paper,炭火焼肉嘉苑,〒820-0011 福岡県飯塚市柏の森４−１,33.6449439,130.7081285,飲食店
げんき屋,川津,paper,焼鳥 げんき屋,〒820-0067 福岡県飯塚市川津２８３−１,33.6511351,130.6785974,飲食店
筑豊葬祭セレモニーヴィラ飯塚,菰田西,paper,筑豊葬祭 セレモニー ヴィラ 飯塚,〒820-0017 福岡県飯塚市菰田西３丁目１７−４,33.6358352,130.6896951,葬儀場
深見時計店,新飯塚,paper,深見時計・宝石・メガネ店,〒820-0005 福岡県飯塚市新飯塚１７−１０,33.6432806,130.6912797,店舗
ラフィネ サステナブルヘアー,中,paper,ラフィネサステナブルヘアー,〒820-0065 福岡県飯塚市中４１９−１,33.6648661,130.686838,美容室
串亭なかむら,相田,paper,なかむら串亭,〒820-0052 福岡県飯塚市相田１２０,33.6577248,130.6615091,飲食店
兵六玉,伊岐須,paper,居酒屋 兵六玉,〒820-0053 福岡県飯塚市伊岐須１４８−１３,33.65236300000001,130.6659656,飲食店
かやの森カフェ,柏の森,paper,かやの森cafe,〒820-0011 福岡県飯塚市柏の森１−２８,33.6454552,130.7097265,カフェ
焼肉スタミナ・元,川津,paper,スタミナ焼肉 元,〒820-0067 福岡県飯塚市川津３８２,33.6489757,130.6757443,飲食店
TeaWayゆめタウン飯塚店,菰田西,paper,TeaWay ティーウェイ ゆめタウン飯塚店,〒820-0040 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1階,33.6322249,130.685502,飲食店
ホワイトニングショップ飯塚店,新飯塚,paper,ホワイトニング専門店 ホワイトニングショップ飯塚店,〒820-0005 福岡県飯塚市新飯塚４−１７ プレアール新飯塚 402号,33.645241,130.6924997,美容室
あかね工房,鯰田,paper,肉のなかむら(あかね工房）,〒820-0001 福岡県飯塚市鯰田７６−１,33.6560633,130.7139877,飲食店
㈱ハクエイ,相田,paper,（株）ハクエイ,〒820-0052 福岡県飯塚市相田５２−１,33.6590514,130.6649233,その他
フジキアドワークス(株）,伊岐須,paper,フジキアドワークス（株）（旧フジキ印刷）,〒820-0053 福岡県飯塚市伊岐須４９０−１５,33.6467271,130.6577977,その他
炭火焼鳥かなまる,柏の森,paper,炭火焼き鳥 かなまる,〒820-0011 福岡県飯塚市柏の森５０３−１,33.6388785,130.6992749,飲食店
aruk cafe,川津,paper,aruk cafe（アルクカフェ),〒820-0067 福岡県飯塚市川津２７１−２,33.6505855,130.6790493,カフェ
てんぐ風呂住設,菰田西,paper,飯塚てんぐ風呂住設,〒820-0017 福岡県飯塚市菰田西３丁目３−２,33.631404,130.687765,建設・工事
パーソナルトレーニングスタジオ ボディブレイス,新飯塚,paper,パーソナルトレーニングスタジオ ボディブレイス,〒820-0005 福岡県飯塚市新飯塚２０−７,33.6444895,130.6905693,ジム
リラクゼーションサロン 足癒夢,鯰田,paper,リラクゼーション 来夢,〒820-0066 福岡県飯塚市幸袋４７２−３ 恵ビル 1F,33.6580096,130.6844168,その他
湊屋（みなとや）,相田,paper,酒のみなとや,〒820-0052 福岡県飯塚市相田２７３−１６,33.6576116,130.6582563,店舗
フジノ酒店,伊岐須,paper,フジノ酒店,〒820-0053 福岡県飯塚市伊岐須１４８−１１,33.6523314,130.6660354,店舗
きっずえんじぇる飯塚店,柏の森,paper,きっずえんじぇる 飯塚店,〒820-0011 福岡県飯塚市柏の森５４２−１１,33.6420612,130.6981549,衣料品店
小林硝子店,川津,paper,（株）小林硝子店,〒820-0067 福岡県飯塚市川津３５７−５,33.6468372,130.6756212,店舗
居酒屋てん・てん・てん,菰田西,paper,居酒屋てん・てん・てん,〒820-0017 福岡県飯塚市菰田西３丁目７−４５,33.6322467,130.6863377,飲食店
ラーメンMAPPE,新飯塚,paper,ラーメンMAPPE（マッペ）,〒820-0005 福岡県飯塚市新飯塚６−１７,33.643939,130.6927475,飲食店
ほとめき市場 一太郎,鯰田,paper,ほとめき市場 一太郎,〒820-0001 福岡県飯塚市鯰田１６４６−６,33.6619877,130.7036875,飲食店
居酒屋 ん,相田,paper,居酒屋 ん,〒820-0052 福岡県飯塚市相田１１３−１６,33.6571768,130.662213,飲食店
ふたせ饅頭本舗,伊岐須,paper,ふたせ饅頭本舗,〒820-0053 福岡県飯塚市伊岐須２９５−１３,33.6521252,130.6660298,飲食店
GYOGYOSUKE second,柏の森,paper,ぎょぎょすけ 柏の森店 夢魚夢串~ドリームフード~,〒820-0011 福岡県飯塚市柏の森５３２−３,33.64105680000001,130.6985922,飲食店
サンドラッグ九工大前店,川津,paper,サンドラッグ 九工大前店,〒820-0067 福岡県飯塚市川津６８０−５,33.6515262,130.6728321,ドラッグストア
トップワンカフェ,菰田西,paper,TOP ONE CAFE（トップワンカフェ）,〒820-0017 福岡県飯塚市菰田西３丁目１４−２７,33.6329333,130.6847572,カフェ
旬楽みささ,新飯塚,paper,旬楽みささ,〒820-0005 福岡県飯塚市新飯塚６−６ 花宅ビル 106,33.643463,130.693047,飲食店
鰻一太郎,鯰田,paper,うなぎ専門店 鰻一太郎,〒820-0001 福岡県飯塚市鯰田１６４６−７,33.6622627,130.7029826,飲食店
喜酒楽膳あぐら,飯塚,paper,喜酒楽膳 あぐら,〒820-0041 福岡県飯塚市飯塚１１−９ 心ビル 1F,33.6364891,130.6859175,飲食店
吉岡スタジオ,伊岐須,paper,吉岡スタジオ,〒820-0053 福岡県飯塚市伊岐須２１７−６,33.6480104,130.6656081,その他
ワイン食堂GLUGLU,柏の森,paper,ワイン食堂 GLUGLU,〒820-0011 福岡県飯塚市柏の森５００−２,33.6391168,130.6988128,飲食店
酒の昌屋,川津,paper,酒の昌屋,〒820-0067 福岡県飯塚市川津４１９−１,33.646618,130.67461,店舗
ニトリデコホーム ゆめタウン飯塚店,菰田西,paper,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,shopping_mall
ご馳走家むつごろう,新飯塚,paper,ご馳走家 むつごろう,〒820-0005 福岡県飯塚市新飯塚１５−５,33.6433238,130.6922552,飲食店
回転寿司 一太郎,鯰田,paper,回転寿司 一太郎,〒820-0001 福岡県飯塚市鯰田１５２６−１７９,33.6621019,130.7047836,飲食店
壱角屋,飯塚,paper,本格炭火焼やきとり 壱角屋 飯塚本店,〒820-0041 福岡県飯塚市飯塚１１−１１−４,33.6365603,130.6863454,飲食店
